Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_2ay7R24ooEo9gNj,Farm 7,19.43580627,-99.14409637,Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_OHZhZcVnGvUzJhn,Farm 7,19.3361969,-98.17910004,Permanent,Don't know,15,Somewhat Satisfied,Yes,No,Somewhat bad,Strongly Agree,Yes,Somewhat agree,Yes,Somewhat disagree,1
R_2bHS0KS1Mgippua,Farm 7,19.42329407,-98.12729645,Permanent,Yes,10,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_1Iody8vY9dzMu5N,Farm 7,19.43600464,-99.14459991,Permanent,Yes,14,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_Zmf9ZXjYsxew6LT,Farm 7,19.2928009,-99.16120148,Permanent,Don't know,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2ARKYel8AytkQGy,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Somewhat agree,Yes,Strongly disagree,1
R_snwFWD4c2H07Fg5,Farm 7,19.3361969,-98.17910004,Permanent,Don't know,3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_esn77kAI10fpyLv,Farm 7,19.42329407,-98.12729645,Permanent,Yes,28,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,1
R_1H60PXkTX55Xese,Farm 7,19.2928009,-99.16120148,Permanent,Yes,6,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2CdI8AQXcmnQHMx,Farm 7,19.43600464,-99.14459991,Permanent,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_2s5vRTL8urKZXHZ,Farm 7,19.42329407,-98.12729645,Permanent,Don't know,3,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,No,Somewhat agree,1
R_STPLmk5p1RzlRkt,Farm 7,19.3361969,-98.17910004,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_XhKthskFAgKuGGJ,Farm 7,19.2928009,-99.16120148,Permanent,Yes,24,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2e2zDCofMq5fgwU,Farm 7,19.43600464,-99.14459991,Permanent,Yes,8,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_eyDlhtrDVbGMVNL,Farm 7,19.3361969,-98.17910004,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_USybH0429WFGfkt,Farm 7,19.43580627,-99.14409637,Don't know,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_b9skFofeq9OWsX7,Farm 7,19.3361969,-98.17910004,Permanent,Yes,13,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_a8z2nFYYngAh5N7,Farm 7,19.43600464,-99.14459991,Permanent,Yes,10,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_vMiiYdhCkovPRhD,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly Agree,1
R_Zy31ibazAHgnjbj,Farm 7,19.2928009,-99.16120148,Don't know,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3hGy07dIouBSvWy,Farm 7,19.43580627,-99.14409637,Don't know,Yes,7,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zkkn4dtgE8wy6G,Farm 7,19.43600464,-99.14459991,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1Lul4K7SiQpYQaW,Farm 7,19.42329407,-98.12729645,Permanent,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat disagree,Yes,Strongly Agree,1
R_2sXSv65GLe5JYT5,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_PZqAmozSjmnNJZf,Farm 7,19.2928009,-99.16120148,Temporary,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_pueZnJUxlOohfEd,Farm 7,19.43580627,-99.14409637,Permanent,Yes,11,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_1r0wHN6sI5xAeFR,Farm 7,19.3361969,-98.17910004,Permanent,No,5,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_3MRk0sEWLpptH1m,Farm 7,19.42329407,-98.12729645,Permanent,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_0e1Kidu6A3zgRhL,Farm 7,19.43580627,-99.14409637,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_22VzQra4pJWNK3K,Farm 7,19.43600464,-99.14459991,Permanent,Yes,46,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ST1sAypKc7ZxZDz,Farm 7,19.43580627,-99.14409637,Don't know,Yes,4,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1kSOOjzuBQ7Gz2l,Farm 7,19.43580627,-99.14409637,Permanent,Don't know,96,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_ZE6rVfcoKWNd51T,Farm 7,19.2928009,-99.16120148,Don't know,Don't know,18,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_1CBFRphRQvy4fE6,Farm 7,19.42329407,-98.12729645,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Somewhat disagree,No,Strongly disagree,Yes,Strongly disagree,1
R_SZeuD3sdDMWJ0ZP,Farm 7,19.43580627,-99.14409637,Don't know,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vIdIH68s5ignaJr,Farm 7,19.43580627,-99.14409637,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RfpMcSpkq04ElLX,Farm 7,19.3361969,-98.17910004,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gBCBXiY1BUt34J,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3h3hW1JazDl3nhW,Farm 7,19.2928009,-99.16120148,Permanent,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_dnke1QY3BLfgOGJ,Farm 7,19.43580627,-99.14409637,Permanent,Yes,22,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eyOjjdJaJCUZvR7,Farm 7,19.42329407,-98.12729645,Permanent,Yes,6,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_phn059xXawWTLIB,Farm 7,19.42329407,-98.12729645,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1hN1B57r8m5GNBE,Farm 7,19.2928009,-99.16120148,Temporary,Yes,11,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3LefPPX3BRPvuXS,Farm 7,19.43580627,-99.14409637,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_29mqmHcSprDPC14,Farm 7,19.42329407,-98.12729645,Permanent,No,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_2du4FrXo88zNoPM,Farm 7,19.42329407,-98.12729645,Permanent,No,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8dkCVhzuQgFd9Wp,Farm 7,19.2928009,-99.16120148,Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RxCG09Os6EbjCSJ,Farm 7,19.42329407,-98.12729645,Permanent,No,18,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1rxjPeqK934JAjY,Farm 7,19.43580627,-99.14409637,Permanent,Yes,66,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_Aafng13agDDREwF,Farm 7,19.3361969,-98.17910004,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Sq8di13w5k5bXA,Farm 7,19.43580627,-99.14409637,Don't know,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3p3EtpfEQYEBXbb,Farm 7,19.3361969,-98.17910004,Permanent,Yes,5,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_31d8d2Q88GqM9Gw,Farm 7,19.43600464,-99.14459991,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Don't know,Somewhat agree,1
R_1U3h83h5we71l85,Farm 7,19.2928009,-99.16120148,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_33mwqki2q7103Nx,Farm 7,19.43600464,-99.14459991,Temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_V3v5Xx45Fod6nzX,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_1P5hVLx9O0fvBqS,Farm 7,19.42329407,-98.12729645,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1d4vAPIDtC5miNu,Farm 7,19.42329407,-98.12729645,Permanent,Don't know,6,Somewhat Satisfied,No,Yes,Neither good or bad,Somewhat disagree,Yes,Strongly Agree,Yes,Strongly Agree,1
R_2bORyMtMpH1ueaU,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_D95GTFZlL4J9iN3,Farm 7,19.42329407,-98.12729645,Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_1dxZPZlP170fZBv,Farm 7,19.42329407,-98.12729645,Temporary,Don't know,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_YSx4VfpEEldYZ8Z,Farm 7,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_1NlaNwut4SuKjpN,Farm 7,19.42329407,-98.12729645,Permanent,Yes,14,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3OoXziHqy8npouo,Farm 7,19.42329407,-98.12729645,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_RDMGU5r2jAGD6rD,Farm 7,19.3361969,-98.17910004,Permanent,Yes,30,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_3MR5LpIZzmzAIH1,Farm 7,19.42329407,-98.12729645,Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_78TNw9fmxlcA4O5,Farm 7,19.3361969,-98.17910004,Permanent,Yes,4,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_1pnWj4U6URaH0lL,Farm 7,19.3361969,-98.17910004,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_1gFLUAWryk76hcG,Farm 7,19.42329407,-98.12729645,Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_33pXRMBBPmBnZ5X,Farm 9,19.42329407,-98.12729645,Permanent,Yes,120,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly disagree,No,Somewhat disagree,Yes,Strongly disagree,1
R_tZ0ikyq6PI1CznP,Farm 9,19.42329407,-98.12729645,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_wZt2Logu9euGxbP,Farm 9,19.42329407,-98.12729645,Permanent,Yes,132,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_vwAZW9N61D0ld6h,Farm 9,19.2928009,-99.16120148,Temporary,Yes,20,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,1
R_3EVTKLE7tfrfy92,Farm 9,19.42329407,-98.12729645,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2bTAfNiXgO2vIrl,Farm 9,19.2928009,-99.16120148,Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_shZExpkut1lEMet,Farm 9,19.42329407,-98.12729645,Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_10JF2uQ3JBdTJVm,Farm 9,19.42329407,-98.12729645,Permanent,Yes,132,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2781rzdfHdWkW2e,Farm 9,19.42329407,-98.12729645,Permanent,Yes,168,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_2E0KcROdN3PoQ6n,Farm 9,19.2928009,-99.16120148,Temporary,Yes,5,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2zT0N5qKoe6EJV7,Farm 9,19.42329407,-98.12729645,Permanent,Yes,168,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1JVg1oKrHign3Fy,Farm 9,19.42329407,-98.12729645,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_beFmfaVBAuNjW1j,Farm 9,19.2928009,-99.16120148,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3s0N8dP1xpkjyTO,Farm 9,19.42329407,-98.12729645,Permanent,Yes,84,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1gqi09s9TvsRWpE,Farm 9,19.42329407,-98.12729645,Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_cVlFp1MHwZh3eCJ,Farm 9,19.2928009,-99.16120148,Permanent,Yes,48,Neither satisfied nor dissatisfied,No,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_sTOvrYU4S8MECeR,Farm 9,19.42329407,-98.12729645,Permanent,Yes,132,Very satisfied,Don't know,Yes,Somewhat bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3F3jHkDNGIILZjr,Farm 9,19.42329407,-98.12729645,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1rkcqAwLy4GvU4y,Farm 9,19.2928009,-99.16120148,Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_27JWmUBZ9NbpsaW,Farm 9,19.42329407,-98.12729645,Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3nlmPGh5wjig7yj,Farm 9,19.2928009,-99.16120148,Permanent,Yes,168,Very satisfied,No,Yes,Neither good or bad,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_3EEDqG3IbGYLdn0,Farm 9,19.42329407,-98.12729645,Permanent,No,144,Very dissatisfied,No,Yes,Very bad,Somewhat disagree,No,Somewhat disagree,No,Strongly disagree,0
R_3RpTY5LPWdcRwRa,Farm 9,19.42329407,-98.12729645,Permanent,Yes,156,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pFqpBX6RKpC3Wq,Farm 9,19.2928009,-99.16120148,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2Yal3FALKWAAprY,Farm 9,19.42329407,-98.12729645,Permanent,Yes,122,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly disagree,Yes,Strongly disagree,Yes,Strongly Agree,1
R_1rOE4ysM3aIi9z6,Farm 9,19.42329407,-98.12729645,Permanent,Yes,120,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_yOXmitdMVUAEEHD,Farm 9,19.2928009,-99.16120148,Temporary,Yes,7,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_28SQ99kDSpf9rSa,Farm 9,19.42329407,-98.12729645,Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1drU3tx9AGaSvPs,Farm 9,19.42329407,-98.12729645,Permanent,Don't know,122,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Somewhat disagree,No,Agree nor disagree,Yes,Somewhat agree,1
R_3KPnuB7NoyzZHYJ,Farm 9,19.2928009,-99.16120148,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1FLqTXTLNhaBT7y,Farm 9,19.42329407,-98.12729645,Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat disagree,1
R_xcjBN7c2qeGy3NT,Farm 9,19.42329407,-98.12729645,Permanent,Yes,122,Very satisfied,Yes,No,Neither good or bad,Somewhat disagree,No,Somewhat disagree,Yes,Strongly disagree,1
R_3fd8NX1wkbHCF2J,Farm 9,19.2928009,-99.16120148,Permanent,No,16,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_cAttd50uVpJikw1,Farm 9,19.42329407,-98.12729645,Permanent,Don't know,96,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1k02Bvqzucd0UzC,Farm 9,19.42329407,-98.12729645,Permanent,Yes,48,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_2QDOfx8DhiTd7c2,Farm 9,19.2928009,-99.16120148,Temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2sQQtB4FKSx6MGT,Farm 9,19.42329407,-98.12729645,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IWSU5arjikF9hX,Farm 9,19.42329407,-98.12729645,Permanent,No,122,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,Strongly disagree,Don't know,Somewhat agree,0
R_3GjLxsAO9zDdxHz,Farm 9,19.2928009,-99.16120148,Temporary,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3NPdEEOBFBNfNAM,Farm 9,19.42329407,-98.12729645,Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat agree,1
R_1QMAjQH79yL4OZI,Farm 9,19.42329407,-98.12729645,Temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1CJE38GbTqM9URw,Farm 9,19.2928009,-99.16120148,Permanent,Yes,48,Very dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neeV4VUQ3q560b,Farm 9,19.42329407,-98.12729645,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_2OSwWUNvlXkLzRB,Farm 9,19.2928009,-99.16120148,Temporary,Yes,48,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Neither agree nor disagree,1
R_3KBjjzQsXR56M2X,Farm 9,19.42329407,-98.12729645,Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3e3JnzagSjF3l4K,Farm 9,19.42329407,-98.12729645,Permanent,Yes,108,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,0
R_10JH2APdogIojlv,Farm 9,19.2928009,-99.16120148,Temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_Uow4yTFtJOgm7Dj,Farm 9,19.2928009,-99.16120148,Permanent,Yes,15,Neither satisfied nor dissatisfied,Refused,Yes,Refused,Refused,No,Strongly Agree,Don't know,Refused,1
R_cOdbofJwKO1VYNr,Farm 9,19.42329407,-98.12729645,Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,1
R_07CPdvhMpHNyihH,Farm 9,19.42329407,-98.12729645,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_10CMa2Fh1KDEkj8,Farm 9,19.42329407,-98.12729645,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,1
R_ZqslTq6Vg2wTsuR,Farm 9,19.2928009,-99.16120148,Permanent,Don't know,24,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,1
R_b9Pv5gi5pg97bhf,Farm 9,19.42329407,-98.12729645,Permanent,Yes,204,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_128Sc6Ta5xXtyJn,Farm 9,19.42329407,-98.12729645,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3IWhmtz8fa1mQkD,Farm 9,19.2928009,-99.16120148,Permanent,Yes,60,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1OZgEMPYV1F22X7,Farm 9,19.42329407,-98.12729645,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_QlXbYS3EQjUdXjP,Farm 9,19.2928009,-99.16120148,Permanent,Yes,15,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1PY7qqFQ5LZH7TT,Farm 9,19.42329407,-98.12729645,Permanent,Yes,72,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,1
R_UnBgJq5gxYS7tS1,Farm 9,19.2928009,-99.16120148,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3EhOdjcZ8oQCDWV,Farm 9,19.42329407,-98.12729645,Permanent,Yes,120,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_zSI0d3LSSeFmDKh,Farm 9,19.42329407,-98.12729645,Permanent,Yes,60,Somewhat dissatisfied,No,Yes,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,0
R_2wgj9WyKNFXJhHc,Farm 9,19.2928009,-99.16120148,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1pmUJ6zhi0893c3,Farm 9,19.2928009,-99.16120148,Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
R_3neMt9LtaaNMGTv,Farm 9,19.42329407,-98.12729645,Permanent,Yes,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_3e9w13i5GbMo7hh,Farm 9,19.42329407,-98.12729645,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,1
