Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 1,R_3NPdEEOBFBNfNAM,Farm 9,Man,0,32,Middle School,Middle School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Agree nor disagree,2,Yes,Somewhat agree,3,Neutral
Survey 1,R_1QMAjQH79yL4OZI,Farm 9,Woman,1,20,High School,High School,Temporary,1,Yes,0,,7,7,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1CJE38GbTqM9URw,Farm 9,Woman,1,50,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very dissatisfied,0,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3neeV4VUQ3q560b,Farm 9,Man,0,37,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3Hi6D6iCYPTF17E,Farm 9,Woman,1,44,High School,High School,Permanent,1,Yes,0,,30,30,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,,Refused,Refused,Refused,Refused,Refused,Refused
Survey 1,R_2OSwWUNvlXkLzRB,Farm 9,Woman,1,41,High School,High School,Temporary,1,Yes,0,,48,48,Neither satisfied nor dissatisfied,2,Yes,Don't know,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Neither agree nor disagree,Neither 2,Promoter 
Survey 1,R_3KBjjzQsXR56M2X,Farm 9,Man,0,25,College degree or higher,College degree or higher,Permanent,1,Yes,0,,9,9,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3e3JnzagSjF3l4K,Farm 9,Man,0,40,Middle School,Middle School,Permanent,1,Yes,0,,108,108,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 1,R_10JH2APdogIojlv,Farm 9,Man,0,31,Middle School,Middle School,Temporary,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Don't know,Yes,Neither good or bad,2,Strongly Agree,4,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Neutral
Survey 1,R_Uow4yTFtJOgm7Dj,Farm 9,Woman,1,34,High School,High School,Permanent,1,Yes,0,,15,15,Neither satisfied nor dissatisfied,2,Refused,Yes,Refused,Refused,Refused,Refused,No,,Strongly Agree,4,Don't know,Refused,Refused,Neutral
Survey 1,R_cOdbofJwKO1VYNr,Farm 9,Man,0,32,Middle School,Middle School,Permanent,1,Yes,0,,108,108,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Promoter 
Survey 1,R_07CPdvhMpHNyihH,Farm 9,Man,0,35,High School,High School,Permanent,1,Yes,0,,96,96,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_10CMa2Fh1KDEkj8,Farm 9,Man,0,27,High School,High School,Permanent,1,Yes,0,,96,96,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Somewhat agree,3,Neutral
Survey 1,R_ZqslTq6Vg2wTsuR,Farm 9,Woman,1,33,Middle School,Middle School,Permanent,1,Don't know,Don't know,,24,24,Neither satisfied nor dissatisfied,2,Refused,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Demoter
Survey 1,R_b9Pv5gi5pg97bhf,Farm 9,Man,0,45,High School,High School,Permanent,1,Yes,0,,204,204,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_128Sc6Ta5xXtyJn,Farm 9,Woman,1,30,High School,High School,Permanent,1,Yes,0,,60,60,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3IWhmtz8fa1mQkD,Farm 9,Woman,1,37,Middle School,Middle School,Permanent,1,Yes,0,,60,60,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1OZgEMPYV1F22X7,Farm 9,Man,0,29,High School,High School,Permanent,1,Yes,0,,60,60,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_QlXbYS3EQjUdXjP,Farm 9,Woman,1,49,High School,High School,Permanent,1,Yes,0,,15,15,Neither satisfied nor dissatisfied,2,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1PY7qqFQ5LZH7TT,Farm 9,Man,0,48,College degree or higher,College degree or higher,Permanent,1,Yes,0,,72,72,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Neutral
Survey 1,R_UnBgJq5gxYS7tS1,Farm 9,Man,0,36,College degree or higher,College degree or higher,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3EhOdjcZ8oQCDWV,Farm 9,Man,0,55,Middle School,Middle School,Permanent,1,Yes,0,,120,120,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,Yes,2 occasions,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_zSI0d3LSSeFmDKh,Farm 9,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,,60,60,Somewhat dissatisfied,1,No,Yes,Neither good or bad,2,Strongly disagree,0,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 1,R_2wgj9WyKNFXJhHc,Farm 9,Woman,1,21,High School,High School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1pmUJ6zhi0893c3,Farm 9,Woman,1,22,College degree or higher,College degree or higher,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3neMt9LtaaNMGTv,Farm 9,Man,0,72,Middle School,Middle School,Permanent,1,Yes,0,,156,156,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3e9w13i5GbMo7hh,Farm 9,Woman,1,43,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_tS8ZWxCtbjN8L4d,Farm 9,Woman,1,32,High School,High School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2t3z58dOD91Hze0,Farm 9,Man,0,38,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly Agree,4,Neutral
Survey 1,R_3Gxs7Qs06MTwVdI,Farm 9,Woman,1,25,High School,High School,Don't know,Don't know,Yes,0,,8,8,Neither satisfied nor dissatisfied,2,Don't know,Yes,Somewhat good,3,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3FPeVOmuWzitTa2,Farm 9,Man,0,25,High School,High School,Permanent,1,Don't know,Don't know,,24,24,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_vPHBG7NxS7u26GZ,Farm 9,Woman,1,46,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_UDXqnD7qZZmmBmV,Farm 9,Man,0,51,High School,High School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Neutral
Survey 1,R_1pogVLqR8WJIhkx,Farm 9,Woman,1,25,High School,High School,Temporary,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2wzTHhMpWwlK1Bj,Farm 9,Man,0,61,No school,No school,Permanent,1,Yes,0,,11,11,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_w1PLGsQL2owK9fr,Farm 9,Woman,1,43,Middle School,Middle School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1hYnceqFLuDoudm,Farm 9,Man,0,25,Middle School,Middle School,Temporary,1,Yes,0,,4,4,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_42T8PpOxg8a1c4N,Farm 9,Man,0,66,No school,No school,Permanent,1,No,1,,156,156,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 1,R_DvqzF9zWDl0Ku5j,Farm 9,Woman,1,23,High School,High School,Permanent,1,Yes,0,,7,7,Somewhat Satisfied,3,Don't know,Yes,Neither good or bad,2,Agree nor disagree,2,No,,Strongly Agree,4,Yes,Neither agree nor disagree,Neither 2,Neutral
Survey 1,R_3KZNp0uqkhFNsXh,Farm 9,Woman,1,32,Middle School,Middle School,Temporary,1,Yes,0,,60,60,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly disagree,0,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2t37jWc1Noz0kB9,Farm 9,Man,0,23,High School,High School,Temporary,1,Yes,0,,5,5,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,Agree nor disagree,2,Yes,Strongly disagree,0,Demoter
Survey 1,R_3kO4qDeOLPYwXOw,Farm 9,Woman,1,58,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,48,48,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_1IRG9SvHHzNWaKl,Farm 9,Man,0,58,College degree or higher,College degree or higher,Temporary,1,Yes,0,,144,144,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_SHL8BBk7ThJKzPb,Farm 9,Man,0,35,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3NPPTywIpgkVOKf,Farm 9,Man,0,61,No school,No school,Permanent,1,Yes,0,,156,156,Somewhat Satisfied,3,No,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Demoter
Survey 1,R_1o8g2yjuIBtvNzI,Farm 9,Woman,1,21,Middle School,Middle School,Permanent,1,No,1,,17,17,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat disagree,1,No,,Strongly Agree,4,Yes,Somewhat agree,3,Demoter
Survey 1,R_3oT7Z9ACAedwQbx,Farm 9,Man,0,59,College degree or higher,College degree or higher,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Don't know,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_DufWgRFeyUsT6Zb,Farm 9,Man,0,50,Middle School,Middle School,Temporary,1,Yes,0,,5,5,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Somewhat disagree,1,Yes,Strongly disagree,0,Promoter
Survey 1,R_tYyrV5d7MibfJ5f,Farm 9,Man,0,56,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,No,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_a5z4paIVi4Lcb0R,Farm 9,Man,0,53,Middle School,Middle School,Permanent,1,No,1,,120,120,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly Agree,4,Demoter
Survey 1,R_3ESj6ITEY3Av2wZ,Farm 9,Man,0,34,Middle School,Middle School,Temporary,1,Yes,0,,24,24,Neither satisfied nor dissatisfied,2,No,No,Neither good or bad,2,Agree nor disagree,2,Yes,2 occasions,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3RkM0Zmmr8IlUT4,Farm 9,Man,0,26,High School,High School,Permanent,1,Yes,0,,60,60,Neither satisfied nor dissatisfied,2,No,Yes,Somewhat bad,1,Agree nor disagree,2,Yes,1 occasion,Agree nor disagree,2,Don't know,Strongly Agree,4,Demoter
Survey 1,R_e55ubW7ykb0jXLr,Farm 9,Woman,1,18,High School,High School,Temporary,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Don't know,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly Agree,4,Promoter
Survey 1,R_31F2kXkqXg5MF5w,Farm 9,Man,0,33,High School,High School,Temporary,1,Yes,0,,12,12,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_ZBI9ZB4wpf3J8K5,Farm 9,Woman,1,30,High School,High School,Temporary,1,Yes,0,,24,24,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1pE806UpDNNBeiU,Farm 9,Man,0,30,High School,High School,Temporary,1,Yes,0,,24,24,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3MgrHXwpndCanYn,Farm 9,Woman,1,53,Elementary School,Elementary School,Don't know,Don't know,Yes,0,,10,10,Somewhat Satisfied,3,Refused,Yes,Somewhat bad,1,Somewhat disagree,1,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3HkmXyH3TYQqHof,Farm 9,Man,0,67,No school,No school,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2uCeZekpFLtrEsF,Farm 9,Man,0,30,High School,High School,Temporary,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_0cjhSqreahVuCfT,Farm 9,Man,0,34,High School,High School,Permanent,1,Yes,0,,36,36,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_1lt4YFgguKFbzMr,Farm 9,Man,0,69,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,36,36,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Neutral
Survey 1,R_2D8juuHFfzGDrCd,Farm 9,Woman,1,39,Middle School,Middle School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Neutral
Survey 1,R_1pFDOXN116Ho2qs,Farm 9,Woman,1,26,High School,High School,Permanent,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2rHf4gKMOp1c6IJ,Farm 9,Man,0,64,High School,High School,Permanent,1,Yes,0,,120,120,Very satisfied,4,No,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Don't know,Strongly disagree,0,Neutral
Survey 1,R_2XmuvKfHlPJUKfP,Farm 9,Woman,1,51,College degree or higher,College degree or higher,Permanent,1,Don't know,Don't know,,24,24,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly Agree,4,Neutral
Survey 1,R_2rpehHVZJWFuRYT,Farm 9,Man,0,55,College degree or higher,College degree or higher,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2dsG8UWnH94Bb30,Farm 9,Man,0,29,Middle School,Middle School,Temporary,1,Yes,0,,3,3,Neither satisfied nor dissatisfied,2,Don't know,No,Neither good or bad,2,Strongly Agree,4,No,,Agree nor disagree,2,Yes,Strongly Agree,4,Demoter
Survey 1,R_31jcM0cFDVsdSUS,Farm 9,Woman,1,45,No school,No school,Permanent,1,No,1,,156,156,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_WD0nUMhebX7FHpL,Farm 9,Woman,1,60,No school,No school,Permanent,1,Yes,0,,144,144,Somewhat Satisfied,3,Don't know,No,Somewhat good,3,Somewhat disagree,1,Yes,2 occasions,Strongly Agree,4,Yes,Somewhat agree,3,Neutral
Survey 1,R_3s50Lz0GuJnBUoJ,Farm 9,Woman,1,19,High School,High School,Temporary,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Yes,No,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Somewhat agree,3,Promoter 
Survey 1,R_2zGPLgdTtizvgpg,Farm 9,Man,0,35,Middle School,Middle School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_6rpj1pGlDa2tb8t,Farm 9,Woman,1,47,Elementary School,Elementary School,Permanent,1,Yes,0,,120,120,Somewhat Satisfied,3,Refused,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_2ZNzBHmwBSiuoxo,Farm 9,Woman,1,36,Middle School,Middle School,Temporary,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Don't know,Strongly disagree,0,Promoter 
Survey 1,R_3hDOQ0zyyIrlljf,Farm 9,Woman,1,31,College degree or higher,College degree or higher,Permanent,1,Yes,0,,24,24,Very satisfied,4,No,Yes,Neither good or bad,2,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 1,R_Y4RnOQhc2vb8xMZ,Farm 9,Woman,1,26,High School,High School,Permanent,1,Yes,0,,48,48,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Somewhat agree,3,Neutral
Survey 1,R_u9e0Vm4nuYcTM8V,Farm 9,Woman,1,20,High School,High School,Temporary,1,Don't know,Don't know,,14,14,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly disagree,0,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_3rURTFGEmxsYunv,Farm 9,Woman,1,56,High School,High School,Temporary,1,Yes,0,,7,7,Very satisfied,4,Don't know,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_24iNFFbZWrWjGZ0,Farm 9,Woman,1,19,High School,High School,Temporary,1,Yes,0,,6,6,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly disagree,0,Yes,Strongly disagree,0,Neutral
Survey 1,R_27UuySGZrGKf8a1,Farm 9,Man,0,42,High School,High School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_UipZuKy9AgDcGGd,Farm 9,Woman,1,30,High School,High School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_31i3LhuPMFkCzjS,Farm 9,Man,0,30,High School,High School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter
Survey 1,R_2fDP8TBHCsvNm8E,Farm 9,Man,0,31,High School,High School,Temporary,1,Yes,0,,24,24,Very satisfied,4,No,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly Agree,4,Neutral
Survey 1,R_1Hvv2S53yjyOvnP,Farm 9,Woman,1,58,Middle School,Middle School,Permanent,1,Yes,0,,72,72,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Promoter
Survey 1,R_1gNkMo0lqb880LL,Farm 9,Man,0,33,Middle School,Middle School,Temporary,1,Yes,0,,7,7,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_3pgS7YBFYif3gHa,Farm 9,Man,0,30,High School,High School,Permanent,1,Yes,0,,36,36,Neither satisfied nor dissatisfied,2,No,Yes,Neither good or bad,2,Strongly disagree,0,Yes,1 occasion,Agree nor disagree,2,Yes,Strongly disagree,0,Demoter
Survey 1,R_1MQUipe7XQnRRfo,Farm 9,Woman,1,48,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,72,72,Neither satisfied nor dissatisfied,2,No,No,Neither good or bad,2,Somewhat disagree,1,No,,Agree nor disagree,2,Yes,Somewhat agree,3,Promoter
Survey 1,R_24164FqwCodZs5x,Farm 9,Woman,1,30,High School,High School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1gosUvNe9X7GKsH,Farm 9,Man,0,32,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3HY0my1tRZ6AW1J,Farm 9,Man,0,24,High School,High School,Permanent,1,Yes,0,,5,5,Somewhat Satisfied,3,Don't know,Yes,Somewhat bad,1,Strongly disagree,0,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 1,R_un1q0BBcp9TQf9n,Farm 9,Man,0,18,Middle School,Middle School,Don't know,Don't know,Don't know,Don't know,,5,5,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_1gSLm7tEZ83CX0Q,Farm 9,Man,0,49,No school,No school,Temporary,1,Yes,0,,8,8,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_Do6DUFaeIH6Q2gF,Farm 9,Woman,1,47,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,Somewhat agree,3,Yes,Somewhat agree,3,Promoter 
Survey 1,R_1i2IuEF3PYJOqnA,Farm 9,Man,0,23,High School,High School,Don't know,Don't know,Yes,0,,11,11,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_1FyuzAPHHFQ27AI,Farm 9,Woman,1,43,No school,No school,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,Yes,Somewhat bad,1,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_3E9DOBDKIIYTtc0,Farm 9,Man,0,53,High School,High School,Temporary,1,Yes,0,,170,170,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_2fI46LZ2NcHE633,Farm 9,Woman,1,44,Elementary School,Elementary School,Permanent,1,Yes,0,,60,60,Somewhat dissatisfied,1,Don't know,Yes,Somewhat bad,1,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Demoter
Survey 1,R_2to0EyBaTgD5Suj,Farm 9,Man,0,45,Elementary School,Elementary School,Temporary,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_2zu7LxpqbPOhJZw,Farm 9,Man,0,46,Elementary School,Elementary School,Permanent,1,Yes,0,,60,60,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_qWPBbsDlRbvgLN7,Farm 9,Man,0,22,Middle School,Middle School,Permanent,1,Yes,0,,5,5,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,Strongly Agree,4,Yes,Strongly disagree,0,Neutral
Survey 1,R_UtfMYJHCGxve8ed,Farm 9,Woman,1,29,High School,High School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,Yes,1 occasion,Strongly Agree,4,Yes,Strongly disagree,0,Promoter 
Survey 1,R_UfLe1ejd0u5g6QN,Farm 9,Woman,1,24,High School,High School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,Somewhat agree,3,Yes,Strongly disagree,0,Neutral
